stream_title,stream_url,stream_status,stream_type,is_rewind,category,poi,poi_detail,provider,provider_url,address,latitude,longitude,last_updated
"ライブカメラ　福井市（福井県）Fukui , Japan - Live Camera - YouTube",https://www.youtube.com/watch?v=Y1tPPc61i2Q,TRUE,video,TRUE,河川,福井市,セーレン株式会社福井本社,MRO北陸放送公式チャンネル - YouTube,https://www.youtube.com/@mro_ishikawa,福井県福井市毛矢1丁目10-1,36.06412,136.219452,2024-07-14 18:48:52
【LIVE】渋谷スクランブル交差点 / Shibuya Scramble Crossing Live Camera - YouTube,https://www.youtube.com/watch?v=Lfl2Nj_QRXU,FALSE,video,TRUE,その他,渋谷スクランブル交差点," ",ANNnewsCH - YouTube,https://www.youtube.com/@ANNnewsCH,東京都渋谷区道玄坂二丁目1,35.659396,139.698321,2024-07-27 21:59:35
東京 ライブ Tokyo Live (April 8th) Rainbow Bridge On-Ramp & Tokyo Sky Tree View - YouTube,https://www.youtube.com/watch?v=r74OyneNmg8,TRUE,video,TRUE,河川,レインボーブリッジ,,東京風景 - YouTube,https://www.youtube.com/@Tokyo_Views,東京都港区港南三丁目9,35.689568,139.691717,2024-04-08 17:59:09
新九頭竜橋 ライブカメラ - YouTube,https://www.youtube.com/watch?v=ogfzNJJlEHo,TRUE,video,TRUE,河川,新九頭竜橋,,福井ケーブルテレビ - YouTube,https://www.youtube.com/@fctv_091,福井県福井市東森田1丁目2415,36.06412,136.219452,2024-04-08 17:58:49
"足羽川・木田橋 ライブカメラ - YouTube ",https://www.youtube.com/watch?v=k3lKNrqtSyE,TRUE,video,TRUE,河川,足羽川,,"福井ケーブルテレビ - YouTube        ",https://www.youtube.com/@fctv_091,福井県福井市豊島1丁目3-1,36.06412,136.219452,2024-04-11 21:21:59
"国道８号線 大和田方面 ライブカメラ - YouTube        ",https://www.youtube.com/watch?v=jLZ_T91paAU,TRUE,video,TRUE,道路,"国道８号線　大和田方面 ",,"福井ケーブルテレビ - YouTube        ",https://www.youtube.com/@fctv_091,福井県福井市堂島町106,36.06412,136.219452,2024-04-18 16:10:39
"福井駅西口 ライブカメラ - YouTube        ",https://www.youtube.com/watch?v=IrXQ8JID0Gs,TRUE,video,TRUE,鉄道,福井駅西口,,"福井ケーブルテレビ - YouTube        ",https://www.youtube.com/@fctv_091,福井県福井市中央1丁目1,36.06412,136.219452,2024-04-08 18:11:53
"北陸自動車道南条ＳＡ付近 ライブカメラ - YouTube        ",https://www.youtube.com/watch?v=htp23noMgRo,TRUE,video,TRUE,道路,北陸自動車道南条ＳＡ付近,,"福井ケーブルテレビ - YouTube        ",https://www.youtube.com/@fctv_091,福井県南条郡南越前町牧谷39,36.065244,136.221791,2024-04-08 18:14:58
"三国・サンセットビーチ ライブカメラ - YouTube   ",https://www.youtube.com/watch?v=CIjhFpsN-3k,TRUE,video,TRUE,海岸,三国・サンセットビーチ,日帰り温泉 三国温泉ゆあぽ～と　屋外テラス,"福井ケーブルテレビ - YouTube        ",https://www.youtube.com/@fctv_091,福井県坂井市三国町宿米ケ脇4丁目9,36.065244,136.221791,2024-04-08 18:19:59
河野・北前船主の館右近家 ライブカメラ - YouTube,https://www.youtube.com/watch?v=cG_-7ItG0Mk,TRUE,video,TRUE,海岸,南越前町河野地区の海,"北前船主の館右近家 西洋館 ","福井ケーブルテレビ - YouTube        ",https://www.youtube.com/@fctv_091,福井県南条郡南越前町河野2-15,36.065244,136.221791,2024-04-08 18:21:35
"【富山テレビ】北アルプス立山室堂お天気カメラ ライブ配信 - YouTube   ",https://www.youtube.com/watch?v=Qn0VMg6eJPw,FALSE,video,TRUE,山岳,北アルプス立山室堂,,"富山テレビ放送 公式チャンネル - YouTube        ",https://www.youtube.com/@toyama_tv,富山県中新川郡立山町芦峅寺,36.583675,137.581904,2024-04-08 18:36:06
“渚の駅”たてやまからのライブ映像,https://www.city.tateyama.chiba.jp/shoukan/page100190.html,TRUE,video,FALSE,海岸,館山港,渚の駅 たてやま,館山市役所,https://www.city.tateyama.chiba.jp/kankou-bunka/cate000156.html,千葉県館山市館山1564-1,34.996608,139.870085,2024-04-08 18:37:30
" ライブカメラ　金沢市（石川県）Kanazawa , Ishikawa , Japan - Live Camera - YouTube    ",https://www.youtube.com/watch?v=UMq8otOTTjU,FALSE,video,TRUE,道路,金沢市,,MRO北陸放送公式チャンネル - YouTube,https://www.youtube.com/@mro_ishikawa,石川県金沢市広坂一丁目2-1,36.561582,136.65889,2024-04-08 18:44:46
"【石川県・輪島市】被災地の天気は… Wajima, Ishikawa Japan #地震 #災害 #能登半島地震 #テレビ金沢 #ニュース - YouTube",https://www.youtube.com/watch?v=rXF9kQldlao,TRUE,video,TRUE,海岸,石川県輪島市,,【公式】テレビ金沢 - YouTube,https://www.youtube.com/@tv_kanazawa,石川県輪島市河井町四部69-甲,37.390557,136.899185,2024-04-08 18:55:30
【LIVE】七尾城山展望台ライブカメラ - YouTube,https://www.youtube.com/watch?v=RedTv9eu_F8,TRUE,video,TRUE,海岸,石川県七尾市,七尾城山展望台,七尾市公式YouTubeチャンネルNanao_city - YouTube,https://www.youtube.com/@nanaocity,石川県七尾市古城町,37.013729,136.978955,2024-04-08 18:53:35
"【石川県・珠洲市】被災地の天気は… Suzu, Ishikawa Japan #地震 #災害 #能登半島地震 #テレビ金沢 #ニュース - YouTube",https://www.youtube.com/watch?v=QVx30qT1_BI,TRUE,video,TRUE,その他,石川県珠洲市,,【公式】テレビ金沢 - YouTube,https://www.youtube.com/@tv_kanazawa,石川県珠洲市上戸町北方壱字6-2,37.436369,137.260406,2024-04-08 18:57:16
〈石川県宝達志水町〉今浜海岸ライブカメラ - YouTube,https://www.youtube.com/watch?v=pzmULgVLlQo,TRUE,video,TRUE,海岸,今浜海岸,,〈石川県宝達志水町〉今浜海岸ライブカメラ - YouTube,https://www.youtube.com/@user-ts6xu7dz1k,石川県羽咋郡宝達志水町今浜ソ1,36.862759,136.797557,2024-04-08 19:02:02
【ライブカメラ】美しい夕日の千里浜サンセット（石川県） 　　Chirihama Sunset LIVE camera - YouTube,https://www.youtube.com/watch?v=mrdsIr8dyTs,FALSE,video,TRUE,海岸,千里浜,能登千里浜レストハウス,北陸朝日放送公式チャンネル - YouTube,https://www.youtube.com/@habmigochannel,石川県羽咋市千里浜町タ4-1,36.8913595,136.766217,2024-04-08 19:12:51
" 北陸新幹線 金沢駅　ライブカメラ　 Kanazawa Station Live Webcam Ishikawa, Japan - YouTube",https://www.youtube.com/watch?v=i5ZEjaFK-II,TRUE,video,TRUE,鉄道,金沢駅,,北陸朝日放送公式チャンネル - YouTube,https://www.youtube.com/@habmigochannel,石川県金沢市木ノ新保町1-1,36.578194,136.648046,2024-04-08 19:29:54
ライブカメラ　北陸朝日放送（金沢市）本社前 HAB LIVE camera - YouTube,https://www.youtube.com/watch?v=a3fsiU6ilHU,FALSE,video,TRUE,その他,北陸朝日放送（金沢市）本社前,,北陸朝日放送公式チャンネル - YouTube,https://www.youtube.com/@habmigochannel,石川県金沢市松島一丁目32-2,36.5621532,136.603475,2024-04-08 19:34:16
国土交通省　片山津海岸塩浜地区,https://www.hrr.mlit.go.jp/kanazawa/bousai-info-ishikawa/bousai/camera/camera_jpeg/camera_frame.html?id=419,TRUE,video,FALSE,海岸,片山津海岸塩浜地区,,国土交通省　金沢河川国道事務所,https://www.hrr.mlit.go.jp/kanazawa/,石川県加賀市塩浜町い,36.302669,136.314685,2024-04-10 14:25:05
Madarao mountain resort ライブカメラ,https://www.madarao.jp/ski/live-camera,TRUE,video,FALSE,山岳,Madarrao mountain resort,,Madarrao mountain resort,https://www.madarao.jp/,新潟県妙高市樽本斑尾1052,37.025265,138.253485,2024-04-09 12:58:38
Camera1 貞昌院庭カメラ,https://www.myspotcam.com/onair/embedded/ozqT5hLQ/igXOXq,TRUE,video,FALSE,観光,貞昌院庭,,貞昌院,https://teishoin.net/live.html,神奈川県横浜市港南区上永谷五丁目1-3,35.400765,139.592237,2024-04-10 15:39:04
Camera2 貞昌院裏庭　池カメラ,https://www.myspotcam.com/onair/embedded/ozqT5hLQ/oM5z4g,TRUE,video,FALSE,観光,貞昌院裏庭 池,,貞昌院,https://teishoin.net/live.html,神奈川県横浜市港南区上永谷五丁目1-3,35.400765,139.592237,2024-04-10 15:40:41
Camera 3 貞昌院モノレール「まいれ～る」カメラ,https://www.myspotcam.com/onair/embedded/ozqT5hLQ/wq7N8F,TRUE,video,FALSE,鉄道,貞昌院モノレール「まいれ～る」,,貞昌院,https://teishoin.net/live.html,神奈川県横浜市港南区上永谷五丁目1,35.400765,139.592237,2024-04-10 15:43:04
Camera 4 貞昌院 茶室カメラ,https://www.myspotcam.com/onair/embedded/ozqT5hLQ/XOAJkn,TRUE,video,FALSE,観光,貞昌院 茶室,,貞昌院,https://teishoin.net/live.html,神奈川県横浜市港南区上永谷五丁目1-3,35.400765,139.592237,2024-04-10 15:45:00
I.C.T ライブカメラ(国道163号線（島ヶ原町区交差点）),https://www.igaportal.co.jp/livecamera/shinai/index.html,TRUE,video,FALSE,道路,国道163号線（島ヶ原町区交差点）,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市島ヶ原6800-2,34.770733,136.05433,2024-04-11 1:03:36
I.C.T ライブカメラ(長田三軒家交差点),https://www.igaportal.co.jp/livecamera/shinai/02.html,TRUE,video,FALSE,道路,長田三軒家交差点,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市長田6062-1,34.76715,136.093566,2024-04-11 1:03:42
I.C.T ライブカメラ(国道422号線（高砂交差点）),https://www.igaportal.co.jp/livecamera/shinai/03.html,TRUE,video,FALSE,道路,国道422号線（高砂交差点）,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市三田986-1,34.794361,136.127279,2024-04-11 1:23:52
I.C.T ライブカメラ(県道138号線（小田西交差点）),https://www.igaportal.co.jp/livecamera/shinai/04.html,TRUE,video,FALSE,道路,県道138号線（小田西交差点）,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市小田町瓜谷727,34.774187,136.119149,2024-04-11 1:07:41
I.C.T ライブカメラ(五月橋IC付近),https://www.igaportal.co.jp/livecamera/meihan/01.html,TRUE,video,FALSE,道路,五月橋IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,奈良県山辺郡1-2−3,34.685231,135.832883,2024-04-11 1:12:08
I.C.T ライブカメラ(治田IC付近),https://www.igaportal.co.jp/livecamera/meihan/02.htmll,TRUE,video,FALSE,道路,治田IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市治田,34.710864,136.075153,2024-04-11 1:13:43
I.C.T ライブカメラ(上野IC付近),https://www.igaportal.co.jp/livecamera/meihan/03.html,TRUE,video,FALSE,道路,上野IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市守田町,34.748513,136.120782,2024-04-11 1:15:57
I.C.T ライブカメラ(友生IC付近),https://www.igaportal.co.jp/livecamera/meihan/04.html,TRUE,video,FALSE,道路,友生IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市下友生,34.750084,136.157252,2024-04-11 1:17:41
I.C.T ライブカメラ(中瀬IC付近),https://www.igaportal.co.jp/livecamera/meihan/05.html,TRUE,video,FALSE,道路,中瀬IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市荒木,34.764527,136.167846,2024-04-11 1:19:01
I.C.T ライブカメラ(御代IC付近),https://www.igaportal.co.jp/livecamera/meihan/06.html,TRUE,video,FALSE,道路,御代IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市川東,34.798511,136.214821,2024-04-11 1:20:37
I.C.T ライブカメラ(下柘植IC付近),https://www.igaportal.co.jp/livecamera/meihan/07.html,TRUE,video,FALSE,道路,下柘植IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市下柘植,34.818022,136.23677,2024-04-11 1:22:10
I.C.T ライブカメラ(伊賀IC付近),https://www.igaportal.co.jp/livecamera/meihan/08.html,TRUE,video,FALSE,道路,伊賀IC付近,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市柘植町,34.846303,136.255628,2024-04-11 1:23:44
I.C.T ライブカメラ(阿保（戎橋）),https://www.igaportal.co.jp/livecamera/kasen/01.html,TRUE,video,FALSE,河川,阿保（戎橋）,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市阿保,34.66631,136.178221,2024-04-11 12:21:58
I.C.T ライブカメラ（平田（大山田橋））,https://www.igaportal.co.jp/livecamera/kasen/02.html,TRUE,video,FALSE,河川,平田（大山田橋）,平田（大山田橋）,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市中村,34.758086,136.232617,2024-04-11 21:22:39
I.C.T ライブカメラ（上神戸（暗崎橋））,https://www.igaportal.co.jp/livecamera/kasen/03.html,TRUE,video,FALSE,河川,上神戸（暗崎橋）,,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市上神戸,34.679255,136.138288,2024-04-11 12:32:53
I.C.T ライブカメラ(佐那具町（佐那具橋) ),https://www.igaportal.co.jp/livecamera/kasen/04.html,TRUE,video,FALSE,河川,佐那具町（佐那具橋),,伊賀ポータル,https://www.igaportal.co.jp/,三重県伊賀市佐那具町364-3,34.8050552,136.169254,2024-04-11 12:35:23
ISKライブカメラ｜ISK不動産｜軽井沢（プリンス通り）のライブカメラ/軽井沢の交通状況・天気・四季折々の風景など,https://www.is-karuizawa.com/webcam.html,TRUE,video,FALSE,河川,軽井沢プリンス通り,ISK不動産,ISK不動産,https://www.is-karuizawa.com/,長野県北佐久郡軽井沢町軽井沢1075,36.34831,138.596966,2024-04-11 12:52:06
Tokyo 4K Panorama Livecam 東京4Kパノラマライブカメラ,https://www.youtube.com/watch?v=8i9ltzhq80s,TRUE,video,TRUE,河川,東京都江東区の運河,,Tokyo Skyline,https://www.youtube.com/channel/UCsQBuRimy-hLk1jNBq-Yx9Q,東京都江東区豊洲六丁目1-16,35.6488834,139.790019,2024-04-11 16:27:01
【LIVE】東京・板橋仲宿交差点下り TOKYO LIVE CAMERA,https://www.youtube.com/watch?v=-2E9g8flQNM,TRUE,video,TRUE,道路,東京・板橋仲宿交差点下り,,ほうとくねっと,https://www.youtube.com/@user-zf5iw4gi4n,東京都板橋区板橋二丁目66-17,35.689568,139.691717,2024-04-11 21:22:26
米沢市役所ライブカメラ,http://116.199.245.91/live/index.html?Language=1&ViewMode=pull,TRUE,video,FALSE,その他,米沢市役所,米沢市役所屋上,,,山形県米沢市金池5丁目2-25,37.922242,140.116683,2024-04-08 17:50:31
天城高原サービスセンター　公式ライブ配信 - YouTube,https://www.youtube.com/watch?v=CGShW4uABuQ,TRUE,video,TRUE,道路,,天城高原サービスセンター,天城東急リゾート公式チャンネル - YouTube,https://www.youtube.com/@user-ox6lx1ix8c,静岡県伊豆市冷川1524-823,34.976906,138.383023,2024-04-08 19:21:13
あまぎスカイアドベンチャー　公式ライブ配信 - YouTube,https://www.youtube.com/watch?v=BpEsd-iMRlw,TRUE,video,TRUE,道路,,あまぎスカイアドベンチャー,天城東急リゾート公式チャンネル - YouTube,https://www.youtube.com/@user-ox6lx1ix8c,静岡県伊豆市冷川1524,34.976906,138.383023,2024-04-08 19:26:13
天城高原ゴルフコース　ライブカメラ - YouTube,https://www.youtube.com/watch?v=boAL2Q_GXTg,TRUE,video,TRUE,その他,,天城高原ゴルフコース 東急リゾーツ&ステイ,天城東急リゾート公式チャンネル - YouTube,https://www.youtube.com/@user-ox6lx1ix8c,静岡県伊豆市菅引638-83,34.976906,138.383023,2024-05-05 12:29:21
太陽光発電 リアルタイム配信中 ／ 京阪電車 鉄道ライブカメラ【中書島～淀】 Keihan Electric Railway Kyoto Japan - YouTube,https://www.youtube.com/watch?v=nR8OY8yfFUU,TRUE,video,TRUE,鉄道,,京阪電車 中書島～淀,京阪まなみっくす with やへー - YouTube,https://www.youtube.com/@manamix95,京都府京都市伏見区納所町,35.021279,135.755635,2024-04-08 19:30:58
"【LIVE】お天気カメラ　大阪／OSAKA,JAPAN 24/7 livestreaming weather /Osaka Sky Livecam - YouTube",https://www.youtube.com/watch?v=PJ_BAs1mKHs,TRUE,video,TRUE,その他,,八尾市,starstyle - YouTube,https://www.youtube.com/@starstyle37,大阪府八尾市龍華町2丁目1-35,34.686394,135.519994,2024-06-05 21:37:19
【大阪LIVE】動くカメラ 大阪の今の風景／Osaka Live Stream 24/7livestreaming - YouTube,https://www.youtube.com/watch?v=_p3JnMqPq8w,TRUE,video,TRUE,その他,大阪,,starstyle - YouTube,https://www.youtube.com/@starstyle38,#N/A,#N/A,#N/A,2024-04-08 19:48:46
【ライブ配信】夜景がきれい！あべのハルカス・大阪の夜景/OSAKA NIGHT VEW - YouTube,https://www.youtube.com/watch?v=qz8F44n5DEw,TRUE,video,TRUE,道路,あべのハルカス,,starstyle - YouTube,https://www.youtube.com/@starstyle39,大阪府大阪市阿倍野区阿倍野筋1丁目1-43,34.686394,135.519994,2024-04-08 19:48:15
「LIVECAMERA 」草津温泉・白根山ライブカメラ（移動式） - YouTube,https://www.youtube.com/watch?v=AKlN2BM_l9U,TRUE,video,TRUE,山岳,草津白根山,草津白根山,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津,36.620711,138.596127,2024-04-08 20:00:05
「LIVECAMERA 」草津温泉・本白根山ライブカメラ（固定式） - YouTube,https://www.youtube.com/watch?v=VZ7UthXFfTw,TRUE,video,TRUE,山岳,本白根山,本白根山,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津,36.620711,138.596127,2024-04-08 21:43:04
「LIVECAMERA」草津温泉・本白根山ライブカメラ（移動式） - YouTube,https://www.youtube.com/watch?v=UiFEvugm8kg,TRUE,video,TRUE,山岳,本白根山,本白根山,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津,36.620711,138.596127,2024-04-08 19:58:26
「LIVECAMERA 」草津温泉・白根山ライブカメラ（固定式） - YouTube,https://www.youtube.com/watch?v=HukImt03Im8,TRUE,video,TRUE,山岳,草津白根山,草津白根山,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津,36.620711,138.596127,2024-04-08 20:00:03
「LIVECAMERA 」草津温泉・温泉門無料駐車場 - YouTube,https://www.youtube.com/watch?v=_1PfF1v9GJc,TRUE,video,TRUE,その他,草津温泉・温泉門無料駐車場,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津454-6,36.620711,138.596127,2024-04-08 21:42:30
「LIVE CAMERA」草津温泉・温泉門 - YouTube,https://www.youtube.com/watch?v=d6a0sL8lYGk,TRUE,video,TRUE,観光,草津温泉門,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津454-9,36.620711,138.596127,2024-04-08 20:05:04
「LIVECAMERA 」西の河原露天風呂入り口 - YouTube,https://www.youtube.com/watch?v=RJYYbPs8hjQ,TRUE,video,TRUE,観光,西の河原露天風呂,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津521-3,36.620711,138.596127,2024-04-08 20:05:00
「LIVE CAMERA」草津温泉スキー場　天狗山山頂エリア - YouTube,https://www.youtube.com/watch?v=JDLSr4iqjIg,TRUE,video,TRUE,観光,草津温泉スキー場 天狗山レストハウス,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津58,36.620711,138.596127,2024-04-08 20:06:13
「LIVECAMERA」国道292号 草津前口 - YouTube,https://www.youtube.com/watch?v=RafJ8Jj8uik,FALSE,video,TRUE,道路,草津町,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町前口,36.620711,138.596127,2024-04-08 20:17:48
「LIVECAMERA」草津温泉「湯畑」（移動式ライブカメラ） - YouTube,https://www.youtube.com/watch?v=eJ6b7At43zI,FALSE,video,TRUE,観光,草津温泉湯畑,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津401,36.620711,138.596127,2024-04-08 20:11:52
「LIVECAMERA」裏草津地蔵 源泉広場 - YouTube,https://www.youtube.com/watch?v=8FUL47uSV1U,TRUE,video,TRUE,観光,伝統湯地蔵（地蔵源泉）,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津299,36.620711,138.596127,2024-04-11 16:36:14
「LIVECAMERA」　草津温泉「湯畑」湯滝前 - YouTube,https://www.youtube.com/watch?v=GrEEoEmmrKs,TRUE,video,TRUE,観光,草津温泉「湯畑」湯滝前,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津372,36.620711,138.596127,2024-04-08 20:15:17
「LIVECAMERA」草津温泉スキー場　天狗山山麓エリア - YouTube,https://www.youtube.com/watch?v=ilsqTxvNLg0,TRUE,video,TRUE,観光,草津温泉スキー場,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津白根国有林158 林班,36.620711,138.596127,2024-04-08 20:16:47
「LIVECAMERA」国道292号 草津温泉入口 - YouTube,https://www.youtube.com/watch?v=AOKNNFjAbjU,TRUE,video,TRUE,道路,草津町,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津,36.620711,138.596127,2024-04-11 16:36:05
「LIVECAMERA」裏草津地蔵 漫画堂 カフェ月の貌 - YouTube,https://www.youtube.com/watch?v=MQ82Zs0z70o,TRUE,video,TRUE,観光,地蔵カフェ 月の貌,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町132-1,36.620711,138.596127,2024-04-08 20:23:43
「LIVECAMERA」草津温泉 西の河原・湯川LIVE - YouTube,https://www.youtube.com/watch?v=RT_yg_qsK_M,TRUE,video,TRUE,観光,西の河原,,草津温泉WEBカメラ - YouTube,https://www.youtube.com/@web851/streams,群馬県吾妻郡草津町草津521-3,36.620711,138.596127,2024-04-08 21:37:35
つくば駅前ライブカメラ　人材派遣のインテック 365日　24時間　オンライン登録受付中　https://www.intec-ltd.co.jp/ - YouTube,https://www.youtube.com/watch?v=zlQHMm67CSQ,TRUE,video,TRUE,鉄道,つくば駅,,株式会社インテック - YouTube,https://www.youtube.com/@intecltd,茨城県つくば市吾妻2丁目,36.0835602,140.076473,2024-04-08 21:56:16
玉泉院丸庭園ライブカメラ - YouTube,https://www.youtube.com/watch?v=JpLMmrxB_Tg,TRUE,video,FALSE,観光,玉泉院丸庭園,,石川県土木部公園緑地課 - YouTube,https://www.youtube.com/@user-pi3rf1cr3d,石川県金沢市丸の内3,36.564408,136.657899,2024-04-08 22:35:53
金沢城公園三の丸広場ライブカメラ - YouTube,https://www.youtube.com/watch?v=TjyrhHdTJVY,TRUE,video,FALSE,観光,三の丸広場,,石川県土木部公園緑地課 - YouTube,https://www.youtube.com/@user-pi3rf1cr3d,石川県金沢市丸の内1,36.56803,136.661039,2024-04-08 22:36:07
兼六園ライブカメラ - YouTube,https://www.youtube.com/watch?v=uUTpDBgqQL8,TRUE,video,FALSE,観光,兼六園,,石川県土木部公園緑地課 - YouTube,https://www.youtube.com/@user-pi3rf1cr3d,石川県金沢市兼六町1,36.561186,136.664012,2024-04-08 22:16:06
"富士山ライブカメラ/河口湖駅前 Live camera of Mt,Fuji - YouTube",https://www.youtube.com/watch?v=kYK9J6KNz0M,TRUE,video,TRUE,観光,河口湖駅,,fuji-net - YouTube,https://www.youtube.com/@fujinetkawaguchiko/streams,山梨県南都留郡富士河口湖町船津,35.663935,138.568379,2024-04-08 22:36:23
鵠沼ライブカメラ - YouTube,https://www.youtube.com/watch?v=KMzyAnVDhNA,TRUE,video,TRUE,海岸,鵠沼海岸,,波通 - YouTube,https://www.youtube.com/@namiaru732,神奈川県藤沢市鵠沼海岸四丁目,35.33894,139.491116,2024-06-05 16:46:22
姫路城ライブカメラ（Himeji Castle Live Camera） - YouTube,https://www.youtube.com/watch?v=PHQe_2MlH4E,FALSE,video,TRUE,観光,姫路城,,WINK姫路ケーブルテレビ - YouTube,https://www.youtube.com/@wink1019/streams,兵庫県姫路市本町68,34.815496,134.685458,2024-04-09 13:14:16
【LIVE】岡垣町波津海岸ライブカメラ【 Live Camera Okagaki Fukuoka】 - YouTube,https://www.youtube.com/watch?v=Lo1mf9sTVjg,TRUE,video,TRUE,海岸,岡垣町波津海岸,,岡垣町観光協会Okagaki Town - YouTube,https://www.youtube.com/@okagakitown6453,福岡県遠賀郡岡垣町,33.853491,130.611749,2024-04-09 13:14:02
カメラ操作ができます、 夕日3月～10月 が見える堀江マリンハウスライブカメラ You can operate the camera Japan Beach Live Cam - YouTube,https://www.youtube.com/watch?v=4zuNIkJFlvU,TRUE,video,TRUE,海岸,堀江海水浴場,,Come on guys/カモンガイス - YouTube,https://www.youtube.com/@comeonguys,愛媛県松山市堀江町番外222,33.839157,132.765556,2024-04-10 10:44:49
堀江マリンハウス　左海面2Kライブカメラ Live Camera - YouTube,https://www.youtube.com/watch?v=8x2ugNQVZNo,TRUE,video,TRUE,海岸,堀江海水浴場,,Come on guys/カモンガイス - YouTube,https://www.youtube.com/@comeonguys,愛媛県松山市堀江町番外222,33.839157,132.765556,2024-04-10 10:45:46
堀江マリンハウス　右海面2Kライブカメラ Live Camera - YouTube,https://www.youtube.com/watch?v=lTRrvWkNfEc,TRUE,video,TRUE,海岸,堀江海水浴場,,Come on guys/カモンガイス - YouTube,https://www.youtube.com/@comeonguys,愛媛県松山市堀江町番外222,33.839157,132.765556,2024-04-10 10:44:30
【NCC】長崎港ライブ - YouTube,https://www.youtube.com/watch?v=W-rgkFv8azY,TRUE,video,FALSE,海岸,長崎港,長崎市中心部,NCC長崎文化放送 - YouTube,https://www.youtube.com/@ncctvnagasaki,長崎県長崎市国分町3-30,32.725902,129.858114,2024-04-10 10:51:45
【NCC】長崎空港 - YouTube,https://www.youtube.com/watch?v=Q6xrfvPbYkk,TRUE,video,FALSE,空港,長崎空港,長崎空港,NCC長崎文化放送 - YouTube,https://www.youtube.com/@ncctvnagasaki,長崎県大村市箕島町593,32.749601,129.867969,2024-04-10 10:51:39
【NCC】佐世保港ライブ - YouTube,https://www.youtube.com/watch?v=tGaSspbB8wA,TRUE,video,FALSE,海岸,佐世保港,佐世保市,NCC長崎文化放送 - YouTube,https://www.youtube.com/@ncctvnagasaki,長崎県佐世保市新港町4 ポートサイドテラス,33.163478,129.724777,2024-04-10 10:51:51
"JR帯広駅ライブカメラ Live Camera in The JR Obihiro Station, Hokkaido in Japan - YouTube",https://www.youtube.com/user/kachimai/live,FALSE,video,TRUE,鉄道,帯広駅,ホテル日航ノースランド帯広の屋上,十勝毎日新聞 - YouTube,https://www.youtube.com/@kachimai/streams,北海道帯広市西二条南十二丁目,42.918559,143.202533,2024-04-10 15:43:16
"とかち帯広空港ライブカメラ Live Camera in The Tokachi-Obihiro Airport, Hokkaido in Japan - YouTube",https://www.youtube.com/watch?v=D67XXD7Wj7M,TRUE,video,TRUE,空港,とかち帯広空港,,十勝毎日新聞 - YouTube,https://www.youtube.com/@kachimai/streams,北海道帯広市泉町西九線中8-41,42.7317426,143.213014,2024-04-10 11:04:33
"十勝大橋ライブカメラ Live Camera in Tokachi Big Bridge over the Tokachi river, Hokkaido in Japan - YouTube",https://www.youtube.com/watch?v=nk9uKVuLcGE,TRUE,video,TRUE,河川,十勝大橋,,十勝毎日新聞 - YouTube,https://www.youtube.com/@kachimai/streams,北海道河東郡音更町,42.994115,143.197869,2024-04-10 10:58:44
