"id","stream_title","stream_url","stream_status","stream_type","is_rewind","category","poi","poi_detail","provider","provider_url","address","latitude","longitude","last_updated"
"yt_gmZqa0hXubA","日の出山LIVEカメラ【東京都 日の出町】","https://www.youtube.com/watch?v=gmZqa0hXubA","True","video","True","","","","(一社)日の出町観光協会","https://www.youtube.com/channel/UCsbLhJtyjuslvSMkWZkd36Q","","","","2025-01-28 01:22:13"
"yt_IvZiY3G0FfU","つるつる温泉LIVEカメラ【東京都 日の出町】","https://www.youtube.com/watch?v=IvZiY3G0FfU","True","video","True","","","","(一社)日の出町観光協会","https://www.youtube.com/channel/UCsbLhJtyjuslvSMkWZkd36Q","","35.779685","139.192497","2025-01-28 00:41:08"
"yt_nrx8PTmEYog","【LIVE】松江・宍道湖ライブカメラ","https://www.youtube.com/watch?v=nrx8PTmEYog","True","","True","","","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","","35.453436","133.049337","2025-01-28 00:43:04"
"yt_ak23Y7YxtEg","【LIVE】野鳥たちで賑わう 米子水鳥公園","https://www.youtube.com/watch?v=ak23Y7YxtEg","False","video","False","海岸","米子水鳥公園","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","鳥取県米子市彦名新田665","35.428136","133.330939","2025-01-28 01:05:33"
"yt_f8dmneVpM2k","【LIVE】鳥取市街地カメラ","https://www.youtube.com/watch?v=f8dmneVpM2k","True","","True","","","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","","35.515785","134.223764","2025-01-28 00:42:01"
"yt_MdsASCilABQ","【LIVE】大山 ますみず高原","https://www.youtube.com/watch?v=MdsASCilABQ","True","","True","","","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","","35.368264","133.514029","2025-01-28 00:43:16"
"yt_CDsZfaXqPUQ","【LIVE】野鳥たちで賑わう 米子水鳥公園","https://www.youtube.com/watch?v=CDsZfaXqPUQ","True","video","True","","","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","","35.44393","133.284463","2025-01-28 00:40:51"
"yt_zlNKmwYyLSA","【LIVE】道の駅　ゆうひパーク浜田","https://www.youtube.com/watch?v=zlNKmwYyLSA","True","","True","","","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","","34.889039","132.071229","2025-01-28 02:16:24"
"yt_STKhZ7otpNY","【LIVE】西郷港ライブカメラ　島根県隠岐の島町","https://www.youtube.com/watch?v=STKhZ7otpNY","True","video","True","","","","1ちゃん!日本海テレビ","https://www.youtube.com/channel/UCuE_--BXc0J7gIAtA_t4NnQ","","36.202915","133.334223","2025-01-28 02:16:40"
"yt_2LPSSyvj0nQ","【LIVE】道の駅 ゆうひパーク浜田 - YouTube","https://www.youtube.com/watch?v=2LPSSyvj0nQ","False","video","False","海岸","道の駅ゆうひパーク浜田","","1ちゃん!日本海テレビ - YouTube","https://www.youtube.com/@NKT1CHANNEL/streams","島根県浜田市原井町1203-1","34.899255","132.079883","2024-04-12 15:55:17"
"yt_d8KqEU3mUH4","【LIVE】西郷港ライブカメラ 島根県隠岐の島町 - YouTube","https://www.youtube.com/watch?v=d8KqEU3mUH4","False","video","False","海岸","西郷港","","1ちゃん!日本海テレビ - YouTube","https://www.youtube.com/@NKT1CHANNEL/streams","島根県隠岐郡隠岐の島町中町目貫ノ四58","36.213368","133.311705","2025-01-28 01:05:32"
"yt_2ugnw7n5ncs","【LIVE】大山 ますみず高原 - YouTube","https://www.youtube.com/watch?v=2ugnw7n5ncs","False","video","False","山岳","大山ますみず高原","","1ちゃん!日本海テレビ - YouTube","https://www.youtube.com/@NKT1CHANNEL/streams","鳥取県西伯郡伯耆町大内桝水高原1069-50","35.503704","134.238174","2024-04-13 19:16:16"
"yt_pStPoy_tnGM","【LIVE】鳥取市街地カメラ - YouTube","https://www.youtube.com/watch?v=pStPoy_tnGM","False","video","False","その他","鳥取市","鳥取市田園町","1ちゃん!日本海テレビ - YouTube","https://www.youtube.com/@NKT1CHANNEL/streams","鳥取県鳥取市田園町","35.503704","134.238174","2025-01-28 01:05:33"
"yt_ELFkEwpoNIY","【LIVE】松江・宍道湖ライブカメラ - YouTube","https://www.youtube.com/watch?v=ELFkEwpoNIY","False","video","False","その他","宍道湖","","1ちゃん!日本海テレビ - YouTube","https://www.youtube.com/@NKT1CHANNEL/streams","島根県","35.472212","133.05053","2025-01-28 01:05:32"
"yt_RgwfzuerlNQ","【LIVE】桜が見ごろを迎えた『松江城』 島根県 - YouTube","https://www.youtube.com/watch?v=RgwfzuerlNQ","False","video","False","観光","松江城","","1ちゃん!日本海テレビ - YouTube","https://www.youtube.com/@NKT1CHANNEL/streams","島根県松江市殿町1-5","35.474303","133.052059","2024-04-12 15:47:03"
"yt_gaWIO-YUGY8","湯原温泉ライブカメラ　露天風呂砂湯入口・寄り添い橋　岡山県真庭市  Yubara Onsen Live Camera　 Maniwa City, Okayama, Japan","https://www.youtube.com/watch?v=gaWIO-YUGY8","True","","True","","","","39K","https://www.youtube.com/channel/UCpBSj4JvnkOP1TJ-eIxaFKw","","35.203486","133.731232","2025-01-28 02:16:34"
"yt_PbqxYObjHms","湯原温泉お天気ライブカメラ　青空・雨・雪　岡山県真庭市  Yubara Onsen Live Camera　 Maniwa City, Okayama, Japan","https://www.youtube.com/watch?v=PbqxYObjHms","True","video","True","","","","39K","https://www.youtube.com/channel/UCpBSj4JvnkOP1TJ-eIxaFKw","","35.206797","133.731542","2025-01-28 02:16:48"
"yt_x_QaChqiMjk","湯原温泉ライブカメラ　砂湯手前・湯原国際観光ホテル菊之湯の対岸にある毘沙門天・伏見稲荷の桜並木　岡山県真庭市","https://www.youtube.com/watch?v=x_QaChqiMjk","False","video","False","観光","湯原温泉","","39K","https://www.youtube.com/channel/UCpBSj4JvnkOP1TJ-eIxaFKw","岡山県真庭市湯原温泉","34.661759","133.934894","2025-01-28 02:16:22"
"yt_HhkAVEMtcjE","[Live] 東京ライブカメラ Tokyo Live Camera Harumi flag 晴海フラッグ Toyosu 豊洲 Odaiba お台場","https://www.youtube.com/watch?v=HhkAVEMtcjE","True","video","True","海岸","お台場","晴海フラッグ","4k Tokyo live camera 東京ライブカメラ　勝どき　晴海","https://www.youtube.com/channel/UCkAB51Lbgor6SW8aE4S3zuQ"," 東京都江戸川区平井６丁目","","","2025-01-28 02:16:17"
"yt_VceZPU4Td3E","兵庫県丹波市/福知山市ライブカメラ","https://www.youtube.com/watch?v=VceZPU4Td3E","True","video","True","","","","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","","35.225838","135.151027","2025-01-28 00:40:21"
"yt_yn-Rc_UeI7Y","兵庫県丹波市/山南町ライブカメラ","https://www.youtube.com/watch?v=yn-Rc_UeI7Y","False","video","False","山岳","イタリ山","イタリ山","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","兵庫県丹波市山南町井原","35.177259","135.035816","2025-01-28 01:05:40"
"yt_izQpYmlPNHo","兵庫県丹波市/氷上町ライブカメラ","https://www.youtube.com/watch?v=izQpYmlPNHo","False","video","False","山岳","安全山","安全山","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","兵庫県丹波市氷上町下新庄","35.177259","135.035816","2025-01-28 01:05:40"
"yt_W0U71S2XzhY","兵庫県丹波市/福知山市ライブカメラ","https://www.youtube.com/watch?v=W0U71S2XzhY","False","video","False","山岳","高谷山","高谷山","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","兵庫県丹波市市島町上垣","35.177259","135.035816","2025-01-28 01:05:40"
"yt_AIDkXTIV41E","兵庫県丹波市/氷上町ライブカメラ","https://www.youtube.com/watch?v=AIDkXTIV41E","True","video","True","","","","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","","35.208318","135.016882","2025-01-28 00:41:18"
"yt_FOouHMnqdEg","兵庫県丹波市/山南町ライブカメラ","https://www.youtube.com/watch?v=FOouHMnqdEg","True","","True","","","","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","","35.07067","135.004909","2025-01-28 00:43:13"
"yt_WNYbnxK0-tk","兵庫県丹波市/市島町ライブカメラ","https://www.youtube.com/watch?v=WNYbnxK0-tk","False","video","False","山岳","高谷山","高谷山","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","兵庫県丹波市市島町上垣","35.177259","135.035816","2025-01-28 01:05:40"
"yt_LIiRu848tbk","兵庫県丹波市/市島町ライブカメラ","https://www.youtube.com/watch?v=LIiRu848tbk","True","video","True","","","","805たんば","https://www.youtube.com/channel/UCgX4au869j1gnBR4GZwRqlQ","","35.225853","135.150867","2025-01-28 00:41:43"
"yt_urPYtl9DtVs","8131okichan 沖縄　国際通り　ロピア通り みんなのうなぎ前　ライブ映像　Okinawa Kokusai Street Live Camera","https://www.youtube.com/watch?v=urPYtl9DtVs","True","video","True","","","","8131 okichan","https://www.youtube.com/channel/UCo_JM-fsLQQLz8hovcKkK0A","","26.218866","127.695433","2025-01-28 02:16:53"
"yt_I-64gtVnmcA","8131okichan 西原町　モノレール浦西駅周辺開発 イオンモール浦西　Live Camera","https://www.youtube.com/watch?v=I-64gtVnmcA","True","video","True","","","","8131 okichan","https://www.youtube.com/channel/UCo_JM-fsLQQLz8hovcKkK0A","","26.243469","127.748455","2025-01-28 02:16:56"
"yt_R9b_G-aE1Ns","8131okichan　恩納村 ムーンビーチ 前兼久漁港 真栄田岬 ライブカメラ　Okinawa onna MoonBeach Live Camera","https://www.youtube.com/watch?v=R9b_G-aE1Ns","False","video","False","海岸","ムーンビーチ","","8131 okichan","https://www.youtube.com/channel/UCo_JM-fsLQQLz8hovcKkK0A","沖縄県前兼久","26.212365","127.680975","2025-01-28 02:16:20"
"yt_mEYoi4X723s","8131okichan 沖縄　国際通り　ロピア通り　ライブ映像　Okinawa Kokusai Street Live Camera","https://www.youtube.com/watch?v=mEYoi4X723s","False","video","False","観光","国際通り","","8131 okichan","https://www.youtube.com/channel/UCo_JM-fsLQQLz8hovcKkK0A","沖縄県那覇市安里二丁目4-12","26.218591","127.695213","2025-01-28 02:16:19"
"yt_p-ZPT9D-LEY","AAB情報カメラライブ（秋田空港）","https://www.youtube.com/watch?v=p-ZPT9D-LEY","True","","False","","","","AAB秋田朝日放送","https://www.youtube.com/channel/UCEobbi8fWt_DibQzOImnKqQ","","39.612039","140.219852","2025-01-28 00:43:24"
"yt_JggH-oqueck","AABブレイキングニュース＆情報カメラライブ（AAB本社）","https://www.youtube.com/watch?v=JggH-oqueck","True","video","False","","","","AAB秋田朝日放送","https://www.youtube.com/channel/UCEobbi8fWt_DibQzOImnKqQ","","39.717029","140.086366","2025-01-28 00:41:03"
"yt_V1GToC6fvLA","青森空港ライブ配信","https://www.youtube.com/watch?v=V1GToC6fvLA","True","video","True","","","","ABA青森朝日放送","https://www.youtube.com/channel/UCE5ajTJVTrsmxZJ-V3y8CLA","","40.737912","140.688921","2025-01-28 00:41:04"
"yt_ETVhBXaXh3A","青森空港ライブ配信","https://www.youtube.com/watch?v=ETVhBXaXh3A","False","video","False","空港","青森空港","","ABA青森朝日放送","https://www.youtube.com/channel/UCE5ajTJVTrsmxZJ-V3y8CLA","山形県山形市蔵王温泉上ノ代１０３","","","2025-01-28 01:22:08"
"yt_amaKNHEI7_I","ＡＢＡ青森朝日放送ライブ配信 #空港 - YouTube","https://www.youtube.com/watch?v=amaKNHEI7_I","False","video","False","空港","青森空港","","ABA青森朝日放送 - YouTube","https://www.youtube.com/@AbanetCH","青森県青森市大字大谷字小谷1-5","40.742287","140.670349","2024-05-01 21:18:07"
"yt_T0n20MogDqg","ABS秋田放送　お天気カメラ　秋田空港 （ABS's Weather Live Camera in Akita Airport）","https://www.youtube.com/watch?v=T0n20MogDqg","True","","True","","","","ABS秋田放送","https://www.youtube.com/channel/UCVRs8dYm9OH-_g4V84BfbQw","","39.61191","140.219754","2025-01-28 02:16:27"
"yt_AWK9l1i04Do","ABS秋田放送　お天気カメラ　秋田港（ABS's Weather Live Camera in the Akita Port of Akita city）","https://www.youtube.com/watch?v=AWK9l1i04Do","True","video","True","","","","ABS秋田放送","https://www.youtube.com/channel/UCVRs8dYm9OH-_g4V84BfbQw","","","","2025-01-28 02:16:16"
"yt_YmaxSfUwULE","ABS秋田放送　お天気カメラ　秋田駅前（ABS's Weather Live Cameras in Akita station square ）","https://www.youtube.com/watch?v=YmaxSfUwULE","True","video","True","","","","ABS秋田放送","https://www.youtube.com/channel/UCVRs8dYm9OH-_g4V84BfbQw","","39.716727","140.128422","2025-01-28 02:16:48"
"yt_ohs7kq00Vgw","ABS秋田放送 お天気カメラ 秋田駅前（ABS's Weather Live Cameras in Akita station square ） - YouTube","https://www.youtube.com/watch?v=ohs7kq00Vgw","False","video","False","鉄道","ＪＲ秋田駅西口","ABS秋田放送本社の屋上","ABS秋田放送 - YouTube","https://www.youtube.com/@ABS4ch/streams","秋田県秋田市中通七丁目1-1−2","39.716787","140.129255","2025-01-28 01:05:35"
"yt_OYxnAlmg3yw","ABS秋田放送 お天気カメラ 大森山（ABS's Weather Live Camera on Mt. Omoriyama ） - YouTube","https://www.youtube.com/watch?v=OYxnAlmg3yw","False","video","False","海岸","","大森山","ABS秋田放送 - YouTube","https://www.youtube.com/@ABS4ch/streams","秋田県秋田市浜田字大森山","39.719929","140.102512","2024-04-16 14:45:06"
"yt_0WMFElixNQ0","ABS秋田放送 お天気カメラ 秋田空港 （ABS's Weather Live Camera in Akita Airport） - YouTube","https://www.youtube.com/watch?v=0WMFElixNQ0","False","video","False","空港","秋田空港","","ABS秋田放送 - YouTube","https://www.youtube.com/@ABS4ch/streams","秋田県秋田市雄和椿川字山籠49","39.719929","140.102512","2025-01-28 01:05:35"
"yt_ZuL8xYZpKX4","ABS秋田放送 お天気カメラ 秋田港（ABS's Weather Live Camera in the Akita Port of Akita-shi） - YouTube","https://www.youtube.com/watch?v=ZuL8xYZpKX4","False","video","False","海岸","秋田港","秋田港","ABS秋田放送 - YouTube","https://www.youtube.com/@ABS4ch/streams","秋田県秋田市土崎港西一丁目","39.752253","140.061179","2024-04-16 14:39:57"
"yt_5oLiFTLvb7A","ABUキャンプフィールド ENGAWA BASE ライブカメラ のライブ配信","https://www.youtube.com/watch?v=5oLiFTLvb7A","True","video","True","","","","ABUキャンプフィールドライブカメラ","https://www.youtube.com/channel/UCSLFKZLfOxZ-qizxwRpffQg","","34.497345","131.467473","2025-01-28 00:41:45"
"yt_Y5-3H6ZUPmo","【ライブカメラ】岩手山　盛岡　お天気カメラ　Kawasaki Morioka Iwate Live Camera","https://www.youtube.com/watch?v=Y5-3H6ZUPmo","False","video","False","道路","ACサカモト社屋","","ACサカモト株式会社","https://www.youtube.com/channel/UC6jGw6lZY89m9xVLSUpEKXA","神奈川県厚木市厚木町２−６","","","2025-01-28 02:16:17"
"yt_63Q8D9EgJBo","AKT情報カメラライブ  4地点（緊急情報はこちらでLIVE配信します）","https://www.youtube.com/watch?v=63Q8D9EgJBo","True","video","False","","","","AKT秋田テレビ（公式）","https://www.youtube.com/channel/UC7UzAjbjzvekhio8uEJXCpw","","","","2025-01-28 02:16:14"
"yt_9WkPjgISH78","秋田空港 AKT情報カメラLIVE（夜間は秋田駅前情報カメラLIVE）","https://www.youtube.com/watch?v=9WkPjgISH78","True","video","False","","","","AKT秋田テレビ（公式）","https://www.youtube.com/channel/UC7UzAjbjzvekhio8uEJXCpw","","","","2025-01-28 01:22:08"
"yt_2dS0y7TZCPA","尼崎市立魚つり公園","https://www.youtube.com/watch?v=2dS0y7TZCPA","True","video","True","海岸","尼崎市立魚つり公園","","AMAUOTURI","https://www.youtube.com/channel/UCNkxFS9BAHACmmuo0h4IgOg","兵庫県尼崎市平左衛門町66","34.733554","135.406394","2024-07-14 17:42:57"
"yt_ZV3oCAKSNx0","【ライブ】関越自動車道・東松山IC付近をLIVE配信中！渋滞状況などチェック(右が東京方面)【LIVE: KAN-ETSU EXPWY】ANN/テレ朝","https://www.youtube.com/watch?v=ZV3oCAKSNx0","True","","True","","","","ANNnewsCH","https://www.youtube.com/channel/UCGCZAYq5Xxojl_tSXcVJhiQ","","36.028612","139.381971","2025-01-28 00:43:11"
"yt_5rxOBb4V83I","【ライブ】東名高速道路・厚木IC付近をLIVE配信中！渋滞状況などチェック(上が東京方面)【LIVE: TOMEI EXPWY】ANN/テレ朝","https://www.youtube.com/watch?v=5rxOBb4V83I","True","video","True","","","","ANNnewsCH","https://www.youtube.com/channel/UCGCZAYq5Xxojl_tSXcVJhiQ","","35.423164","139.360989","2025-01-28 00:41:41"
"yt_YZcRxaKmvU4","【ライブ】群馬県・高崎市 高崎駅周辺から24時間LIVE配信中！【LIVE: Takasaki,Gunma Takasaki Station】ANN/テレ朝","https://www.youtube.com/watch?v=YZcRxaKmvU4","True","video","True","","","","ANNnewsCH","https://www.youtube.com/channel/UCGCZAYq5Xxojl_tSXcVJhiQ","","36.322793","139.012728","2025-01-28 00:40:06"
"yt_TUd7JORZeWo","【ライブ】渋谷スクランブル交差点 / Shibuya Scramble Crossing Live Camera / ANN・テレ朝","https://www.youtube.com/watch?v=TUd7JORZeWo","True","","False","","","","ANNnewsCH","https://www.youtube.com/channel/UCGCZAYq5Xxojl_tSXcVJhiQ","","35.65974","139.700089","2025-01-28 00:42:30"
"yt_FsL_KQz4gpw","【ライブ】中央自動車道・元八王子バス停付近をLIVE配信中！渋滞状況などチェック(下が東京方面)【LIVE: CHUO EXPWY】ANN/テレ朝","https://www.youtube.com/watch?v=FsL_KQz4gpw","True","video","True","","","","ANNnewsCH","https://www.youtube.com/channel/UCGCZAYq5Xxojl_tSXcVJhiQ","","35.665855","139.296605","2025-01-28 00:40:52"
"yt_Lfl2Nj_QRXU","【LIVE】渋谷スクランブル交差点 / Shibuya Scramble Crossing Live Camera - YouTube","https://www.youtube.com/watch?v=Lfl2Nj_QRXU","False","video","False","その他","渋谷スクランブル交差点"," ","ANNnewsCH - YouTube","https://www.youtube.com/@ANNnewsCH","東京都渋谷区道玄坂二丁目1","35.659396","139.698321","2024-07-27 21:59:35"
"yt_0fd5xst6JUA","APPI Kogen Ski Resort Live Camera","https://www.youtube.com/watch?v=0fd5xst6JUA","False","video","False","山岳","安比高原スキー場ゲレンデ山麓","","APPI Kogen WEB","https://www.youtube.com/channel/UCnbwnji-8ARAkWXw0i3MaBg","岩手県八幡平市安比高原117","39.956511","141.07112","2024-04-21 15:22:19"
"yt_rlTJIjojl4w","ATV青森テレビ 公式チャンネル のライブ ストリーム","https://www.youtube.com/watch?v=rlTJIjojl4w","True","video","True","","","","ATV青森テレビ 公式チャンネル","https://www.youtube.com/channel/UCdNYphHZdRYjpys_gwofUNQ","","40.738339","140.689446","2025-01-28 00:40:15"
"yt_XyqzzI_vSCo","【LIVE】現在の青森市中心部の様子（柳町交差点）","https://www.youtube.com/watch?v=XyqzzI_vSCo","True","video","True","","","","ATV青森テレビ 公式チャンネル","https://www.youtube.com/channel/UCdNYphHZdRYjpys_gwofUNQ","","","","2025-01-28 01:22:08"
"yt_dHNGQ43ccvw","🚄東北新幹線(郡山市街) NONSTOP ライブカメラ ↖️東京↘️仙台✨MAX320km/h Shinkansen TOHOKU🗾Japan ドクターイエロー","https://www.youtube.com/watch?v=dHNGQ43ccvw","True","","True","","","","Alfa Live","https://www.youtube.com/channel/UCHxsYayZMyj1RbaAgxU0lCQ","","37.376411","140.383108","2025-01-28 00:42:29"
"yt_j6XWc3u6uY8","【ライブカメラ】岩手県奥州市水沢：お天気カメラ","https://www.youtube.com/watch?v=j6XWc3u6uY8","True","","True","","","","Answerpoint","https://www.youtube.com/channel/UCDa8UY2mQ_VQ2kLZ_BpyPUA","","39.146139","141.125282","2025-01-28 00:42:38"
"yt_s22NyobKUes","【ライブカメラ】岩手県胆沢郡金ケ崎町:お天気カメラ","https://www.youtube.com/watch?v=s22NyobKUes","True","video","True","","","","Answerpoint","https://www.youtube.com/channel/UCDa8UY2mQ_VQ2kLZ_BpyPUA","","39.188327","141.106829","2025-01-28 00:41:37"
"yt_1JUPn--Pku4","【ライブカメラ】岩手県奥州市江刺田原より　水沢の夜景•国見平スキー場や須川岳（栗駒山）：お天気カメラ（Docomo Home 5G　回線にて配信中）","https://www.youtube.com/watch?v=1JUPn--Pku4","True","video","True","","","","Answerpoint","https://www.youtube.com/channel/UCDa8UY2mQ_VQ2kLZ_BpyPUA","","39.118885","141.248409","2025-01-28 02:16:43"
"yt_jOcmIJJ97hA","【ライブカメラ】宮城県気仙沼市本吉町：かぶとむしSurfShop","https://www.youtube.com/watch?v=jOcmIJJ97hA","True","video","True","","","","Answerpoint","https://www.youtube.com/channel/UCDa8UY2mQ_VQ2kLZ_BpyPUA","","38.774182","141.512749","2025-01-28 00:41:50"
"yt_n1G_yyo5Yd8","レインボーブリッジや築地市場跡、流れ星と夜景ライブ　Meteor shower and night sky LIVE from Tsukiji Tokyo, JAPAN","https://www.youtube.com/watch?v=n1G_yyo5Yd8","True","","True","","","","Asahi Astro LIVE　朝日新聞宇宙部","https://www.youtube.com/channel/UCiN7OwV8g8dMm_E0xphBVig","","35.662113","139.771479","2025-01-28 02:16:37"
"yt_uC4j4rjGm0M","東京・神宮外苑から星空ライブ　Live Streaming of night sky from Jingu Gaien Tokyo, Japan","https://www.youtube.com/watch?v=uC4j4rjGm0M","False","","False","","","","Asahi Astro LIVE　朝日新聞宇宙部","https://www.youtube.com/channel/UCiN7OwV8g8dMm_E0xphBVig","","35.676162","139.718172","2025-01-28 02:16:35"
"yt_Vx_F7kjc2VI","東京大学木曽観測所から流れ星と星空ライブ　Meteor shower Live from Kiso Observatory U-Tokyo, JAPAN","https://www.youtube.com/watch?v=Vx_F7kjc2VI","True","video","True","","","","Asahi Astro LIVE　朝日新聞宇宙部","https://www.youtube.com/channel/UCiN7OwV8g8dMm_E0xphBVig","","35.797185","137.625424","2025-01-28 02:16:46"
"yt_4ZJs9sLBcdI","福島・滝川渓谷近くから流れ星ライブ　Meteor shower & Starry Sky 24/7 LiveStream from Fukushima, JAPAN","https://www.youtube.com/watch?v=4ZJs9sLBcdI","True","video","True","","","","Asahi Astro LIVE　朝日新聞宇宙部","https://www.youtube.com/channel/UCiN7OwV8g8dMm_E0xphBVig","","36.818331","140.468672","2025-01-28 02:16:48"
"yt_DGNIZ5XdBD4","Kompira-san and starry sky  Live from Kagawa, Japan","https://www.youtube.com/watch?v=DGNIZ5XdBD4","True","video","True","","","","Asahi Astro LIVE　朝日新聞宇宙部","https://www.youtube.com/channel/UCiN7OwV8g8dMm_E0xphBVig","","34.194778","133.834634","2025-01-28 02:16:50"
"yt_xunoXZhlHdQ","鳥取市伏野海岸ライブカメラ　The Sea of Japan live camera.","https://www.youtube.com/watch?v=xunoXZhlHdQ","True","","True","","","","Atelier COCOON","https://www.youtube.com/channel/UCLkGTD9DRsG-Y27qE9uehaQ","","35.527324","134.129306","2025-01-28 02:16:36"
"yt_54ZyYMfyGnE","🔴【LIVE】ライブカメラ沖縄  宜野湾 大謝名交差点 42X PTZ Okinawa Japan","https://www.youtube.com/watch?v=54ZyYMfyGnE","True","video","True","","","","BANKSY GINOWAN","https://www.youtube.com/channel/UCCpZAU0b2vZv598fDBlTlqw","","26.268628","127.732937","2025-01-28 02:16:53"
"yt_gMSG5rpNPbM","🔴【LIVE】那覇空港・瀬長島・沖縄ライブカメラ【海と飛行機の見えるステーキ専門店 ヨナーズガーデン】Okinawa Naha Airport Yonars Garden","https://www.youtube.com/watch?v=gMSG5rpNPbM","True","","True","","","","BANKSY GINOWAN","https://www.youtube.com/channel/UCCpZAU0b2vZv598fDBlTlqw","","26.176888","127.64046","2025-01-28 00:42:53"
"yt_-0wTh5KKSoE","🔴【LIVE】那覇空港・瀬長島・沖縄ライブカメラ【海と飛行機の見えるステーキ専門店 ヨナーズガーデン】Okinawa Naha Airport Yonars Garden - YouTube","https://www.youtube.com/watch?v=-0wTh5KKSoE","False","video","False","海岸","瀬長島","ヨナーズガーデン","BANKSY GINOWAN - YouTube","https://www.youtube.com/@banksy-ginowan","沖縄県豊見城市字瀬長174-6 ウミカジテラス No.34","26.212365","127.680975","2025-01-28 01:05:42"
"yt_R86Db-9KGKg","流星群観測＆真面目にUFO観察するライブ from琵琶湖畔　星空ライブ","https://www.youtube.com/watch?v=R86Db-9KGKg","False","video","False","河川","琵琶湖","滋賀県大津市","BANTV","https://www.youtube.com/channel/UCjvpBcOLMBqktt0KJxjtJCg","滋賀県大津市","35.018357","135.854666","2025-01-28 02:16:20"
"yt_kWGj8L4KU1E","現在の琵琶湖の様子【滋賀】【生配信】【表】ライブカメラ【4K映像】","https://www.youtube.com/watch?v=kWGj8L4KU1E","True","video","True","","","","BANTV","https://www.youtube.com/channel/UCjvpBcOLMBqktt0KJxjtJCg","","35.02137","135.863533","2025-01-28 00:41:09"
"yt_CBQVtT67y9s","現在の大津港の様子 ライブカメラ　【生配信】【裏】 滋賀県 琵琶湖 【LIVE CAMERA】【琵琶湖花噴水】","https://www.youtube.com/watch?v=CBQVtT67y9s","False","video","False","河川","大津港","滋賀県大津市","BANTV","https://www.youtube.com/channel/UCjvpBcOLMBqktt0KJxjtJCg","滋賀県大津市","35.018357","135.854666","2025-01-28 02:16:20"
"yt_QfXmc9hrGu0","【琵琶湖湖畔・滋賀】リモート地蔵【お地蔵さんが本物の天気予報と琵琶湖の水位を答えてくれる】現在の砂浜の様子　浜欠けのメカニズム分析【滋賀】【外来魚回収BOX】LIVE生放送","https://www.youtube.com/watch?v=QfXmc9hrGu0","True","video","True","","","","BANTV","https://www.youtube.com/channel/UCjvpBcOLMBqktt0KJxjtJCg","","35.022098","135.863043","2025-01-28 02:16:45"
"yt_HaxNyX-GmPM","現在の大津港の様子 ライブカメラ　【生配信】【裏】 滋賀県 琵琶湖 【LIVE CAMERA】【琵琶湖花噴水】","https://www.youtube.com/watch?v=HaxNyX-GmPM","True","video","True","","","","BANTV","https://www.youtube.com/channel/UCjvpBcOLMBqktt0KJxjtJCg","","35.015539","135.866586","2025-01-28 02:16:48"
"yt_bhIBLffIDOc","新大阪ライブカメラ（Sin-Osaka Cam）HD","https://www.youtube.com/watch?v=bhIBLffIDOc","True","","True","","","","BGV Cam","https://www.youtube.com/channel/UC34eMne6xBmBqsAfA8q8ZAg","","34.735884","135.501134","2025-01-28 00:42:06"
"yt_nimkQIDuq2k","【ライブカメラ】新潟県内をライブ配信中（BSN新潟放送 情報カメラ）","https://www.youtube.com/watch?v=nimkQIDuq2k","True","","True","","","","BSN新潟 NEWS & LIVE","https://www.youtube.com/channel/UCSFteALQuWkhEeKqIGVc_UQ","","37.919574","139.053201","2025-01-28 00:42:58"
"yt_NGeDB4Xg3eA","BSN新潟放送公式チャンネル のライブ配信","https://www.youtube.com/watch?v=NGeDB4Xg3eA","True","video","True","","","","BSN新潟放送公式チャンネル","https://www.youtube.com/channel/UCoAQNKxgfE32ai4mOXNXvug","","","","2025-01-28 01:22:11"
"yt_pPOXuT_jsJo","CAWAZ base 高麗川ライブカメラ（清流橋）","https://www.youtube.com/watch?v=pPOXuT_jsJo","True","video","True","","","","CAWAZ","https://www.youtube.com/channel/UCW7VRIXWkVbe4AClf1YMdkA","","35.892965","139.323026","2025-01-28 00:41:28"
